@relation demo3
@attribute V0 NUMERIC
@attribute V1 NUMERIC
@attribute V2 NUMERIC
@attribute V3 NUMERIC
@attribute V4 NUMERIC
@attribute V5 NUMERIC
@attribute V6 NUMERIC
@attribute V7 NUMERIC
@attribute V8 NUMERIC
@attribute V9 NUMERIC
@attribute CLASS {0,1}
@data
2.74325519690737,1.74290594252043,0.616566604557237,1.09398335357985,1.83872419015819,1.63871496570386,1.08611545677875,0.870812700855222,1.40433877271255,2.06492349887701,0
1.48728673839154,0.691767536719015,2.5333446852809,1.91279911017898,2.12699869477828,2.91455734113952,1.2290921189783,0.791284848837883,2.18681833863743,3.66549296277446,0
2.68163134313734,3.97678968063178,3.36626468315906,0.27462898863317,3.76968507936319,3.46781858243699,3.61736436763151,2.21804463881032,1.74757594132703,1.03505047032663,0
0.73835216236462,0.731197570499252,3.72793132304351,0.0552004700726547,3.74409216535521,1.37361115067241,3.68306943580556,2.7616070892909,0.320323521273746,2.81402496343524,0
2.9172147296627,1.56400926171056,2.21823958332628,3.85121260518668,2.8274224165297,2.95860022388492,1.62544768042613,0.651817446145937,2.61334633731749,1.39190290821552,0
0.831208226096791,3.11560616979095,2.65514113361001,0.22787838387935,0.424930340871306,2.6097664306774,1.64245636656151,0.662049036502883,3.76443167646793,3.42333810098475,0
0.0106384168111346,2.66903997422423,3.21099239202137,3.73205380241004,2.44983839022205,1.38945200031437,1.86136893996941,1.47362248543517,3.12695677396271,0.6085530541577,0
1.8477139061157,2.2652309632345,2.81485096441557,0.0708949127251026,2.06076991634898,1.87726673230238,3.64146464181723,0.162457429484597,1.66346937543589,0.474694322326449,0
0.147471963253397,3.42327355872288,1.46971020236487,3.42829428602281,0.238323388821933,0.793963715832689,3.13396483694957,1.09503797654788,3.64044729834799,3.37534634482359,0
2.60862655001352,3.87848187215139,1.36555648848726,2.5924274441369e-05,1.18510309421527,2.05295437277965,2.90168279700152,0.79994045564849,2.38526146617522,1.26790271468827,0
1.1852866405301,1.89045579055505,2.21902960372366,0.451132317465537,2.22787668575345,0.784295274110687,3.35966441812162,1.98799624060702,0.951310844689373,2.4709158524719,0
1.45381346464836,0.986775600587114,2.54791937362019,3.51705735638363,0.085716000661924,0.0575534934439608,2.46812383403814,3.29410288082367,0.0645650887995313,2.65225723519758,0
2.8286604968256,1.97888697625832,3.29803865154156,0.427702456721164,0.813433516789086,0.261731038763043,3.94571967970638,2.51723608625821,1.67173849282085,0.215276789118549,0
3.62844102817464,0.983067410376142,3.67510050314581,1.14323786675484,1.59919211389129,2.85789249449797,3.34189745058105,1.27020156806528,2.17543800101053,3.52813730203284,0
1.30773988103038,0.353695704146249,1.8806927355554,3.8233838995882,1.52343741879719,3.72190855828883,1.87682707566784,3.54334947782804,3.77414015660273,0.9498693482569,0
3.12689020170492,1.97978404377686,1.69545069916514,3.93961390641198,2.69494976062698,1.32349693172453,2.34338218765059,1.65016952125559,2.85835192757207,3.79442612249293,0
2.5807159771438,1.4137159130402,3.74549147603559,3.59419824133743,2.79710414384505,3.33923464978585,3.77742169724209,0.0344378689871627,1.03080871089034,3.84766530235037,0
3.62530008444867,0.673702709047049,2.43647166722651,0.878067193417494,1.13684353982809,1.3984071903203,3.00409538844176,3.72562583588309,3.22806193095819,3.03524078185412,0
0.630855762531308,0.380034474368956,0.5739703341955,0.842780873940678,2.79329021344783,2.02244436988778,0.821674632275359,2.31011017382273,0.344253369668537,0.822000021805692,0
0.249086055026239,1.32308452734781,0.71708683018666,3.66945406456683,0.802818995013921,1.93783406933114,1.34867634249687,1.35668575810456,1.29890538478675,3.85496662431148,0
0.203807171904687,1.36406258969933,3.29569894715343,2.09318512630644,3.23433343984301,2.10512805103353,2.98744361622833,2.59420758589989,1.64864121240021,0.55824678491879,0
